Experiment,E2E_GFLOPs/Sample,E2E_Latency_ms/Sample,E2E_Total_Params,E2E_Param_Mem_MB,Max_Peak_VRAM_MB,FM_GFLOPs/Sample,FM_Latency_ms/Sample,Geom_GFLOPs/Sample,Geom_Latency_ms/Sample,Classifier_GFLOPs/Sample,Classifier_Latency_ms/Sample,Classifier_Total_Params,Classifier_Param_Mem_MB,Classifier_XGB_Model_Mem_MB,Classifier_Peak_VRAM_MB
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_UniProt,234.4513,10.88,1153102099,2206.46,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_ProteinGym,234.4513,10.88,1153102099,2206.46,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_Test,234.4597,10.75,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_ClinVarHQ,234.4597,10.88,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_UniProt,234.4597,10.89,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_ProteinGym,234.4597,10.89,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_Test,234.452,10.73,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_ClinVarHQ,234.452,10.86,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_UniProt,234.452,10.87,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_ProteinGym,234.452,10.87,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_Test,234.4513,10.73,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,234.4513,10.86,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_UniProt,234.4513,10.87,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,234.4513,10.87,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_Test,234.4513,10.72,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,234.4513,10.85,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,234.4513,10.86,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,234.4513,10.86,1151000851,2198.44,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,234.4513,10.72,1153102099,2206.46,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,234.4513,10.85,1153102099,2206.46,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,234.4513,10.86,1153102099,2206.46,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,234.4513,10.86,1153102099,2206.46,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_Test,234.4597,10.72,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,234.4597,10.85,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,234.4597,10.86,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,234.4597,10.86,1154154259,2210.47,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_Test,234.452,10.72,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,234.452,10.85,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_UniProt,234.452,10.86,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,234.452,10.86,1151328019,2199.69,1686.1,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_Test,218.7703,9.26,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_ClinVarHQ,218.7703,9.47,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_UniProt,218.7703,9.41,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_ProteinGym,218.7703,9.42,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_Test,218.7703,9.27,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,218.7703,9.48,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_UniProt,218.7703,9.42,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ProteinGym,218.7703,9.43,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_Test,218.7787,9.28,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_ClinVarHQ,218.7787,9.49,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_UniProt,218.7787,9.43,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_ProteinGym,218.7787,9.44,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_Test,218.771,9.26,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_ClinVarHQ,218.771,9.47,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_UniProt,218.771,9.41,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_ProteinGym,218.771,9.42,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,218.7703,9.26,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,218.7703,9.47,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,218.7703,9.41,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,218.7703,9.42,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,218.7703,9.25,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,218.7703,9.46,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,218.7703,9.4,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,218.7703,9.41,1074929053,2053.22,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,218.7703,9.25,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,218.7703,9.46,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,218.7703,9.4,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,218.7703,9.41,1077030301,2061.24,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_Test,218.7787,9.25,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,218.7787,9.46,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,218.7787,9.4,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,218.7787,9.41,1078082461,2065.25,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_Test,218.771,9.25,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,218.771,9.46,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_UniProt,218.771,9.4,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,218.771,9.41,1075256221,2054.47,1469.0,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_PyTorch_Concat__Train3Val_Test,100.3775,4.57,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_PyTorch_Concat__Train3Val_ClinVarHQ,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_PyTorch_Concat__Train3Val_UniProt,100.3775,4.72,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_PyTorch_Concat__Train3Val_ProteinGym,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Pure_XGBoost_Concat__Train3Val_Test,100.3775,4.57,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Pure_XGBoost_Concat__Train3Val_UniProt,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Pure_XGBoost_Concat__Train3Val_ProteinGym,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Hybrid_Concat_XGBoost__Train3Val_Test,100.3775,4.57,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Hybrid_Concat_XGBoost__Train3Val_UniProt,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_dna_nt_v2_500m_None_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,100.3775,4.71,499103069,953.41,1285.5,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train3Val_Test,134.0749,5.48,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train3Val_ClinVarHQ,134.0749,5.64,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train3Val_UniProt,134.0749,5.65,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train3Val_ProteinGym,134.0749,5.67,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train3Val_Test,134.0749,5.48,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,134.0749,5.63,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train3Val_UniProt,134.0749,5.65,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,134.0749,5.67,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_Test,134.0749,5.48,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,134.0749,5.63,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,134.0749,5.65,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,134.0749,5.67,653247799,1247.67,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_Test,234.4524,10.06,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_ClinVarHQ,234.4524,10.35,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_UniProt,234.4524,10.37,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_ProteinGym,234.4524,10.39,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_Test,234.4524,10.07,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,234.4524,10.36,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_UniProt,234.4524,10.38,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ProteinGym,234.4524,10.4,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_Test,234.4608,10.08,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ClinVarHQ,234.4608,10.37,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_UniProt,234.4608,10.39,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ProteinGym,234.4608,10.41,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_Test,234.4531,10.06,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_ClinVarHQ,234.4531,10.35,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_UniProt,234.4531,10.37,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_ProteinGym,234.4531,10.39,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_Test,234.4524,10.06,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,234.4524,10.35,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_UniProt,234.4524,10.37,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,234.4524,10.39,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_Test,234.4524,10.05,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,234.4524,10.34,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,234.4524,10.36,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,234.4524,10.38,1152367251,2201.14,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,234.4524,10.05,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,234.4524,10.34,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,234.4524,10.36,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,234.4524,10.38,1154468499,2209.16,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_Test,234.4608,10.05,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,234.4608,10.34,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,234.4608,10.36,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,234.4608,10.38,1155520659,2213.17,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_Test,234.4531,10.05,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,234.4531,10.34,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_UniProt,234.4531,10.36,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_dna_geom_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,234.4531,10.38,1152694419,2202.39,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_Test,234.4524,10.06,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_ClinVarHQ,234.4524,10.35,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_UniProt,234.4524,10.37,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_ProteinGym,234.4524,10.39,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_Test,234.4524,10.07,1154468883,2209.16,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,234.4524,10.36,1154468883,2209.16,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_UniProt,234.4524,10.38,1154468883,2209.16,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ProteinGym,234.4524,10.4,1154468883,2209.16,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_Test,234.4608,10.08,1155521043,2213.17,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ClinVarHQ,234.4608,10.37,1155521043,2213.17,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_UniProt,234.4608,10.39,1155521043,2213.17,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ProteinGym,234.4608,10.41,1155521043,2213.17,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_Test,234.4531,10.06,1152694803,2202.39,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_ClinVarHQ,234.4531,10.35,1152694803,2202.39,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_UniProt,234.4531,10.37,1152694803,2202.39,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_ProteinGym,234.4531,10.39,1152694803,2202.39,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_Test,234.4524,10.06,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,234.4524,10.35,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_UniProt,234.4524,10.36,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,234.4524,10.39,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_Test,234.4524,10.05,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,234.4524,10.34,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,234.4524,10.36,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,234.4524,10.38,1152367635,2201.14,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,234.4524,10.05,1154468883,2209.16,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,234.4524,10.34,1154468883,2209.16,1961.98,,,,,,,,,,
train3__val_mean_bio_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,234.4524,10.36,1154468883,2209.16,1961.98,,,,,,,,,,
